simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,RAG_cell_type
3,Lung,0.75,"GENE19,RELN,GENE9,FLT4,CCL21,GENE68,MMRN1,PROX1,LYVE1,GENE59",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,Lymphatic Endothelial Cells,CL:0002138,unknown
3,Lung,0.75,"GENE8,LYZ,GENE61,GENE98,GENE27,GENE90,C1QA,GENE86,PTPRC,LYVE1,CD68,MSR1,SLC11A1,MERTK,CPM,CD163,MS4A6A,GENE13,GENE65,GENE54,RBPJ,MS4A4A,CD74,GENE24,GENE84,CD36,GENE38,GENE36,GENE72,MR1,CSF1R,MRC1,GENE81",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,macrophage
3,Lung,0.75,"GENE26,KIT,GENE66,GENE98,HDC,GENE87,TPSB2,CD69,FCER1A,TPSAB1",Mast Cell,mast cell,CL:0000097,Mast Cells,CL:0000097,mast cell
3,Lung,0.75,"MYO1B,GENE79,CSPG4,GENE67,GENE90,GENE95,MCAM,GENE96,ACTA2,ANPEP,GENE64,DES,PDGFRB",Pericyte,pericyte,CL:0000669,Myofibroblasts,CL:0000186,pericyte
3,Lung,0.75,"MYOCD,GENE70,GENE77,SMTN,ACTG2,GUCY1A3,GENE16,GENE63,PALLD,ACTN1,GENE20,VCL,DES,GENE13,GENE52,GENE35,GUCY1B3,GENE85,ACTA2,CNN1,TAGLN,GENE66,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth Muscle Cells,CL:0000192,smooth muscle cell
3,Lung,0.75,"GENE33,PTPRC,GENE53,GENE51,SKAP1,GENE15,NKG7,TRAC,IL7R,CD3E,CD96,THEMIS,CD3D,GENE78,CD3G,GENE67,GENE10,GENE56,GENE49,CD247,TRBC1,CD69",T cell,T cell,CL:0000084,T-Cells,CL:0000084,T cell
3,Lung,0.75,"PTPRB,GENE58,GENE6,CLDN5,GENE78,NOSTRIN,LDB2,GENE74,RAMP3,GENE35,GENE90,GENE56,VWF,EPHB4,PECAM1,BACE2,CD300LG",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,Vascular Endothelial Cells,CL:0002139,endothelial cell
3,Lung,0.75,"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,Type II Pneumocytes,CL:0002063,alveolar epithelial cell
3,Lung,0.75,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,Neutrophils,CL:0000775,nonclassical monocyte
3,Lung,0.75,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cells,CL:0000084,T cell
3,Lung,0.75,"CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,Natural Killer T cells,CL:0000623,cytotoxic T cell
3,Lung,0.75,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1",nk cell,natural killer cell,CL:0000623,Natural Killer cells,CL:0000623,Natural Killer cell
3,Lung,0.75,"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2",bronchial vessel endothelial cell,,,Fibroblasts,CL:0000057,unknown
3,Lung,0.75,"ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,Smooth Muscle Cells,CL:0000192,smooth muscle cell
3,Lung,0.75,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP",adventitial cell,adventitial cell,CL:0002503,Fibroblasts,CL:0000057,fibroblast
3,Lung,0.75,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4",macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,macrophage
3,Lung,0.75,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A",basophil,basophil,CL:0000767,Mast Cells,CL:0000097,mast cell
3,Lung,0.75,"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR",classical monocyte,classical monocyte,CL:0000860,Monocytes,CL:0000576,classical monocyte
3,Lung,0.75,"PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,Subtype of Endothelial Cells,CL:1001602,endothelial cell
3,Lung,0.75,"CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,Subtype of Epithelial Cells,CL:0002295,multiciliated epithelial cell
3,Lung,0.75,"FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A",dendritic cell,dendritic cell,CL:0000451,Dendritic Cells,CL:0000451,dendritic cell
3,Lung,0.75,"BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,Club Cells,CL:0000158,club_cell
3,Lung,0.75,"S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2",basal cell,basal cell,CL:0000646,Basal Cells,CL:0000646,basal epithelial cell
3,Lung,0.75,"JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4",plasma cell,plasma cell,CL:0000786,Plasma Cells,CL:0000786,plasma cell
3,Lung,0.75,"CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5",b cell,B cell,CL:0000236,B Cells,CL:0000236,B cell
3,Lung,0.75,"PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,Salivary Gland Acinar Cells,CL:0002623,goblet cell
3,Lung,0.75,"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1",non-classical monocyte,non-classical monocyte,CL:0000875,Macrophages,CL:0000235,macrophage
3,Lung,0.75,"FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,Endothelial Cells,CL:0000115,endothelial cell
3,Lung,0.75,"EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,Endothelial cells,CL:0000115,endothelial cell
3,Lung,0.75,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,Club cells,CL:0000158,mixture of cell types
3,Lung,0.75,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU",vein endothelial cell,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,endothelial cell
3,Lung,0.75,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS",alveolar fibroblast,,,Fibroblasts,CL:0000057,fibroblast
3,Lung,0.75,"CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,Lymphatic endothelial cells,CL:0002138,lymphatic endothelial cell
3,Lung,0.75,"MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,Smooth muscle cells,CL:0000192,smooth muscle cell
3,Lung,0.75,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,Plasmacytoid dendritic cells,CL:0000784,lipofibroblast
3,Lung,0.75,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB",club cell,club cell,CL:0000158,Club cells,CL:0000158,club cell
3,Lung,0.75,"ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,Endothelial cells,CL:0000115,endothelial cell
3,Lung,0.75,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,Myofibroblasts,CL:0000186,smooth muscle cell
3,Lung,0.75,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,Rare cell type or unknown lineage,CL:0000764,Unknown
3,Lung,0.75,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,Pericytes or possibly fibroblasts,CL:0000057,pulmonary arterial endothelial cell
3,Lung,0.75,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,Goblet cells or secretory cells,CL:0002370,unknown cell type
3,Lung,0.75,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Neurons or neuronal-like cells,CL:0000006,unidentified
3,Lung,0.75,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Monocytes or macrophages,CL:0000235,nonclassical monocyte
3,Lung,0.75,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Ionocytes or related epithelial cells,CL:0000066,pulmonary neuroendocrine cell
3,Lung,1.0,"ARHGEF26,GENE90,GPRC5A,GENE28,LAMA3,EMP2,GENE95,GENE6,GENE79,GENE54,AGER,GENE56,DST,GENE84,GENE59,LMO7,GENE25,RTKN2,SPOCK2,SCEL",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,Basal cells or epithelial progenitors,CL:0002329,pulmonary alveolar type 1 cell
3,Lung,1.0,"GENE1,GENE8,MS4A1,GENE86,GENE34,GENE89,CD79A,BANK1,CD22,VPREB3,CD79B,GENE22,GENE62,LINC00926,BLK,GENE3,GENE25,SP140,GENE37,ADAM28",B,B cell,CL:0000236,B cells,CL:0000236,unknown cell type
3,Lung,1.0,"GENE26,GENE33,GENE77,GENE100,KRT15,GENE6,KRT19,CLDN1,GENE24,GENE5,KRT5,FHL2,DST,KRT17,GENE84,GENE74,ITGA2,S100A2,PERP,GENE41",Basal,basal cell,CL:0000646,Basal cells,CL:0000646,basal cell
3,Lung,1.0,"GENE1,GENE26,GENE7,GENE27,GENE90,CD300E,CSF3R,GENE58,GENE63,S100A8,METTL9,CD99,GENE6,FCN1,CTSS,GENE87,VCAN,S100A12,S100A9,GENE36",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,Mixture of leukocyte types or rare cells,CL:0000738,neutrophil
3,Lung,1.0,"GENE26,MALAT1,GENE8,GENE90,GENE70,GENE28,TRAT1,MAL,BCL11B,IL7R,ITK,CD2,GENE54,GENE67,CD6,CAMK4,GENE49,LEF1,GENE81,GENE83",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,Epithelial cells,CL:0000066,cannot_be_determined_with_provided_markers
3,Lung,1.0,"GENE30,GENE61,GENE33,GENE88,CAPS,ZMYND10,SNTN,GENE53,FAM92B,GENE20,FANK1,GENE13,GENE78,DNAH6,GENE29,RSPH1,GENE49,CDHR3,C20orf85,CCDC170",Ciliated,ciliated cell,CL:0000064,Basal cells,CL:0000646,goblet cell
3,Lung,1.0,"FCGR2B,GENE39,HLA-DPB1,GENE82,CLEC10A,GENE12,GENE46,MS4A6A,GENE50,GENE78,HLA-DQA1,CSF2RA,GENE80,GPR183,GENE56,GENE29,GENE84,HLA-DMB,FPR3,RGS1",Dendritic,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,nonclassical monocyte
3,Lung,1.0,"GENE39,C1S,LUM,ABLIM1,GENE82,GENE100,C3,C1R,GENE50,GENE54,GENE67,GENE56,FBLN1,DCN,GENE84,SLIT2,GENE4,CFD,GENE48,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,unidentified cell type
3,Lung,1.0,"CCL21,IGFBP7,MMRN1,GENE32,GENE28,PPFIBP1,GENE20,GENE45,GENE47,GENE35,GENE57,PKHD1L1,PROX1,GENE76,GENE2,TFPI,TFF3,GENE25,TIMP3,TBX1",Lymphatic,,,Endothelial cells,CL:0000115,basal cell
3,Lung,1.0,"C1QA,GENE88,ITGAX,MARCO,GENE16,GENE82,APOC1,GENE58,SLCO2B1,GENE18,GENE12,GENE64,C1QB,GENE93,GENE91,OLR1,GENE21,VSIG4,ACP5,GPD1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,macrophage
3,Lung,1.0,"GENE26,KLRF1,GENE27,GENE34,SPON2,GZMB,FCGR3A,NKG7,GENE79,GENE54,GENE93,GENE29,GENE85,PYHIN1,GENE38,KLRD1,PRF1,CD247,GNLY,GENE3",Natural Killer,natural killer cell,CL:0000623,Natural killer cells,CL:0000623,natural_killer_cell
3,Lung,1.0,"HSP90B1,GENE32,PRDX4,SSR4,POU2AF1,GENE12,GENE20,MZB1,DERL3,MANF,GENE47,GENE11,GENE74,XBP1,TNFRSF17,GENE25,GENE37,GENE83,SEC11C,GENE41",Plasma,plasma cell,CL:0000786,B cells,CL:0000236,unknown cell type
3,Lung,1.0,"GENE39,SLC34A2,SFTPC,GENE34,ABCA3,SFTPA1,SFTPD,GENE43,SFTPA2,LAMP3,GENE46,NAPSA,LPCAT1,GENE45,GENE50,GENE17,GENE2,GENE4,GENE60,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar type II cells,CL:0002063,alveolar epithelial type II cell
3,Lung,1.0,"GENE1,GENE61,HPGDS,HDC,GENE28,TPSAB1,GATA2,VWA5A,CPA3,KIT,GENE65,GRAP2,CD44,GENE84,GENE38,MS4A2,GENE99,GENE23,GENE55,GENE73",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,mast cell
3,Lung,1.0,"GENE7,GENE68,GENE86,LST1,AIF1,COTL1,RPS19,FCGR3A,GENE20,FCN1,GENE45,GENE22,LILRB2,GENE10,GENE31,IFITM2,GENE3,SAT1,RHOC,GENE81",CD16+ Monocyte,,,Macrophages,CL:0000235,neutrophil
3,Lung,1.0,"GENE7,NOSTRIN,GENE86,FCN3,FLNB,GENE89,RAMP3,GENE95,CD81,GENE46,PODXL,CDH5,GENE24,BTNL9,GENE91,GENE42,GENE38,GENE4,CDC42EP1,EPAS1",Capillary,,,Endothelial cells,CL:0000115,fibroblast
3,Lung,1.0,"GENE98,GENE90,GENE34,CD8A,GZMA,GENE75,NKG7,GENE46,GENE22,CD3D,GENE62,GENE78,CD3G,CD8B,GENE97,GZMH,CCL5,RPL34,RPS27,GENE99",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T cells,CL:0000910,unknown cell type
3,Lung,1.0,"SCGB3A2,DSTN,GENE90,CEACAM6,WFDC2,GENE82,GENE58,GENE89,CTSE,C16orf89,GENE52,GENE10,GENE56,GENE71,PIGR,GENE36,GENE72,CYB5A,SFTPB,KIAA1324",Club,club cell,CL:0000158,Club cells,CL:0000158,club cell
3,Lung,1.0,"GENE94,BGN,GENE70,GENE28,GENE75,GENE53,ITGBL1,GENE100,GENE15,POSTN,COL1A1,ASPN,COL6A3,LTBP1,GENE10,GENE85,GENE49,CALD1,COL3A1,COL1A2",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,fibroblast
3,Lung,1.0,"GENE94,GENE7,GENE68,PLD4,SEC61B,PTPRE,GZMB,PPP1R14B,IRF7,GENE35,TYROBP,GENE80,GENE29,GENE84,NPC2,GENE97,GENE36,IL3RA,IRF4,GENE23",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Dendritic cells,CL:0000451,natural killer t cell
3,Lung,1.0,"TPX2,GENE43,GENE16,BIRC5,STMN1,TYMS,GENE18,CDK1,GENE64,GENE47,KPNA2,GENE84,GENE2,H2AFZ,NUSAP1,UBE2C,GENE25,GENE44,ANLN,GENE55",Proliferating Macrophage,,,Proliferating cells,CL:4033068,unknown
3,Lung,1.0,"GENE68,GENE88,BIRC5,SMC4,GENE12,HMGB2,GENE35,GENE67,GENE10,H2AFV,GENE17,GENE29,GENE96,GENE4,NUSAP1,KIF2C,UBE2C,AURKB,CENPF,TOP2A",Proliferating NK/T,,,Proliferating cells,CL:4033068,unknown
3,Lung,1.0,"GENE27,GENE68,VWF,PLVAP,GENE82,POSTN,GENE18,GENE6,EMCN,GENE64,ZNF385D,ENPP2,GENE38,INHBB,GENE14,SPRY1,GENE59,COL15A1,SPARCL1,GENE55",Bronchial Vessel,,,Endothelial cells,CL:0000115,unknown
3,Lung,1.0,"GENE9,GENE27,SCGB1A1,GENE32,GENE28,SLPI,LCN2,WFDC2,MUC5B,GENE15,GENE69,SAA1,GENE11,SCGB3A1,GENE31,GENE66,BPIFB1,MSMB,GENE60,RARRES1",Mucous,,,Club cells,CL:0000158,goblet cell
3,Lung,1.0,"GENE70,TGM2,VWF,SLCO2A1,CPE,GENE46,PTPRB,GENE45,GENE54,GENE67,GENE93,PLA1A,GENE72,GENE44,GENE60,LIFR,SELP,SRPX,PRSS23,GENE41",Vein,,,Endothelial Cells,CL:0000115,pulmonary alveolar type 2 cell
3,Lung,1.0,"COL4A2,GENE8,COL4A1,GENE53,GENE18,TACC1,CHN1,GENE62,GENE78,GENE69,GENE11,GENE96,GENE42,PDGFRB,LAMC3,CALD1,LAMB1,COX4I2,GENE48,NID1",Pericyte,pericyte,CL:0000669,Fibroblasts,CL:0000057,pulmonary alveolar type 2 cell
3,Lung,1.0,"TPM2,GENE30,DSTN,MYL9,GENE95,DES,GENE45,PLN,GENE52,GENE78,GENE35,GENE17,GENE29,ACTA2,CNN1,GENE14,CALD1,CSRP1,MYH11,GENE41",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth Muscle Cells,CL:0000192,smooth muscle cell
3,Lung,1.0,"GENE9,GENE33,GJA5,GENE88,HEY1,ARGLU1,PTPRB,GENE45,GENE50,GENE62,FBLN5,SEMA3G,GENE87,GENE38,GENE2,GENE59,DKK2,EFNB2,BMX,EPAS1",Artery,,,Cardiac Conduction Cells,CL:0000569,endothelial cell of artery
3,Lung,1.0,"GENE26,GENE19,GENE94,GENE27,EDNRB,CYP3A5,TBX2,EMCN,GENE22,CLDN5,GENE54,GENE24,ESAM,STXBP6,GENE17,GENE84,SOSTDC1,HPGD,APP,GENE55",Capillary Aerocyte,,,Hepatocytes,CL:0000182,endothelial cell
3,Lung,1.0,"GENE9,GENE30,GENE27,GENE40,GENE77,SRSF11,IPO7,VAT1,GENE51,RALA,GENE13,GALNT18,GENE71,WWTR1,SH3BP5,GENE37,GENE48,PECAM1,ACVRL1,EPAS1",Capillary Intermediate,,,Epithelial Cells,CL:0000066,endothelial cell
3,Lung,1.0,"GENE8,GENE68,CCDC71L,HAS1,C3,GENE95,GENE12,CPXM1,GENE50,GENE54,FGF7,STEAP1,OSR1,GENE11,C7,GENE66,WT1,MEDAG,GENE99,GENE83",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Fibroblasts,CL:0000057,unknown
3,Lung,1.0,"GENE8,GALNT9,GENE90,ITLN1,SLPI,GENE100,C3,DSC3,ALDH1A3,GENE50,GENE52,MGARP,DMKN,GENE80,GENE49,GENE14,GENE97,PRG4,GENE3,WT1",Mesothelial,mesothelial cell,CL:0000077,Goblet Cells,CL:0000160,goblet cell
3,Lung,1.0,"GP6,CMTM5,ITGA2B,GENE12,CABP5,PF4,GENE6,GENE20,GENE62,GRAP2,GENE93,GENE97,TMEM40,GP9,TUBB1,GENE36,GENE37,GENE48,ACRBP,GENE23",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Platelets,CL:0000233,platelet
3,Lung,1.0,"S100A6,GENE28,CD7,LGALS1,GENE16,ZFP36L2,CEBPB,CD2,GENE22,GENE79,GENE54,CTSW,GENE74,CXCR4,GNLY,GENE25,CCL5,GENE48,GENE99,GENE83",Natural Killer T,,,T Cells,CL:0000084,t-cell
3,Lung,1.0,"CLU,GENE61,GENE33,HSPB3,CST5,GENE58,IGF1,GENE79,FAM150A,GENE96,GENE85,GENE76,GENE74,CNN1,GENE21,MET,RAMP1,CSRP1,SCX,GENE81",Fibromyocyte,,,Club cells,CL:0000158,fibroblast
3,Lung,1.0,"GENE39,COX5A,GENE40,WFDC2,GENE51,PSCA,TXN,FAM3D,CXCL17,GENE65,GENE62,GENE52,AGR2,GENE80,GENE87,GENE5,GENE49,GABRP,CLIC1,S100P",Goblet,goblet cell,CL:0000160,Ciliated cells,CL:0000064,pulmonary alveolar type 2 cell
3,Lung,1.0,"TMPRSS11E,GENE40,GENE77,STAC2,GENE20,ASCL3,GENE13,GENE52,BSND,GENE54,GENE78,HEPACAM2,GENE96,GENE76,MFSD6L,GENE97,TFF3,PHGR1,FOXI1,ATP6V1B1",Ionocyte,ionocyte,CL:0005006,Basal cells,CL:0000646,goblet cell
3,Lung,1.0,"GENE9,GENE61,FAM46A,NENF,GENE77,BEX1,GENE75,GENE51,PCSK1N,EGR1,PRDX2,CPE,GENE6,GENE22,GENE5,GENE85,GENE59,CHGA,SCGN,SEC11C",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine cells,CL:0000165,unknown
3,Lung,1.0,"LPO,GENE30,LYZ,GENE32,ZG16B,PRH2,GENE46,GENE20,PRB4,GENE47,GENE87,GENE10,TESC,GENE96,GENE84,GENE76,PRR4,TCN1,PRB3,PHB",Serous,serous secreting cell,CL:0000313,Goblet cells,CL:0000160,goblet cell
3,Lung,1.0,"LYZ,C1QA,AIF1,GENE43,CTSZ,GENE53,GENE58,FCER1G,C1QC,C1QB,GENE78,GENE93,LAPTM5,GENE29,GENE76,GENE97,CTSL,HLA-DRB1,GENE55,GENE41",Macrophages,macrophage,CL:0000235,Macrophages,CL:0000235,macrophage
3,Lung,1.0,"GENE68,GENE33,CST7,GENE88,GENE28,GZMA,CD7,GENE53,GZMB,GENE12,NKG7,CTSW,GENE11,CCL4,GENE4,PRF1,GNLY,CCL5,GENE81,GENE23",Innate lymphoid cell NK,natural killer cell,CL:0000623,Cytotoxic T cells,CL:0000910,cytotoxic lymphocyte
3,Lung,1.0,"GENE19,GENE68,GENE33,SLC34A2,SFTPD,GENE43,S100A14,GENE58,GENE63,GENE6,NAPSA,MUC1,SFTA3,SFTA2,SLC39A8,GENE5,PEBP4,GENE3,CYB5A,GENE92",AT2,type II pneumocyte,CL:0002063,Type II alveolar cells,CL:0002063,serous secreting cell
3,Lung,1.0,"GENE39,GENE86,IGFBP7,VWF,RAMP3,GENE78,GENE24,GENE80,GENE11,GENE97,CLEC14A,GENE36,ACKR1,GENE3,MGP,RAMP2,GENE44,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,endothelial cell
3,Lung,1.0,"GENE7,GENE19,GENE27,GENE40,GENE88,IL32,CORO1A,TRAC,GENE6,CD3E,CD2,CD3D,GENE85,CXCR4,GENE14,GENE25,CD69,CCL5,TRBC2,GENE73",T cell lineage,T cell,CL:0000084,Fibroblasts,CL:0000057,unknown
3,Lung,1.0,"GENE98,IFI27,GENE88,GIMAP7,GENE15,GENE46,GENE6,TM4SF1,CLDN5,GENE54,CRIP2,GENE85,GENE14,CLEC14A,GENE72,SOX17,A2M,PECAM1,SPARCL1,GENE99",EC arterial,endothelial cell of artery,CL:1000413,T cells,CL:0000084,unknown
3,Lung,1.0,"GENE1,C1S,LUM,BGN,GENE33,GENE86,IGFBP7,SPARC,GENE100,GENE15,GENE62,GENE10,DCN,CALD1,GENE21,MGP,COL6A1,COL1A2,GENE23,GENE41",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,"The provided markers do not match any known specific lung cell type markers directly. Some of the listed markers, like those for the extracellular matrix components (e.g., COL1A2, DCN, and SPARC) and others, may suggest the presence of fibroblasts or other mesenchymal cell types within lung tissue, but they are not exclusive to a specific lung cell type. Additionally, markers like IGFBP7 are associated with various cell types, including endothelial cells and epithelial cells. Therefore, based on the provided marker list, it is not possible to precisely identify a singular or distinct lung cell type without further contextual information regarding these markers in a lung tissue setting."
3,Lung,1.0,"KRT7,GENE27,GENE40,GENE86,CEACAM6,GENE32,ADIRF,HOPX,EMP2,FXYD3,CAV1,GENE47,GENE62,AGER,SFTA2,GENE17,GENE31,GENE72,GENE99,TSPAN13",AT1,type I pneumocyte,CL:0002062,Epithelial cells,CL:0000066,pulmonary alveolar type 2 cell
3,Lung,1.0,"GENE8,GENE40,FAM229B,RP11-295M3.4,SNTN,C12orf75,GENE89,TMEM231,GSTA1,GENE69,GENE80,GENE17,GENE84,GENE74,GENE38,RP11-356K23.1,CD24,GENE92,C11orf97,C5orf49",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Neuronal cells,CL:0000006,unknown
3,Lung,1.0,"GENE30,MS4A1,IGLC2,CORO1A,LTB,IGHA1,GENE12,CD79A,GENE20,ISG20,GENE22,GENE35,GENE93,GENE80,GENE14,GENE31,GENE92,TSC22D3,IGKC,CD37",B cell lineage,B cell,CL:0000236,B cells,CL:0000236,unknown cell type
3,Lung,1.0,"GENE8,GENE68,GENE34,CEACAM6,WFDC2,CP,GENE100,GENE15,GENE12,TACSTD2,MUC1,KRT19,CXCL17,GENE52,GENE71,PIGR,GENE2,BPIFB1,KRT7,GENE55",Secretory,secretory cell,CL:0000151,Epithelial cells,CL:0000066,pulmonary alveolar type 2 cell
3,Lung,1.0,"GENE61,LST1,AIF1,GENE75,S100A8,GENE89,FCER1G,COTL1,GENE95,FCN1,GENE47,GENE96,GENE42,VCAN,S100A12,GENE59,CD14,S100A9,GENE25,GENE83",Monocytes,monocyte,CL:0000576,Macrophages,CL:0000235,neutrophil
3,Lung,1.0,"GENE39,GENE98,GENE33,GENE40,GENE32,ZG16B,CCL28,AZGP1,GENE18,LTF,PIP,GENE79,MARCKSL1,PIGR,GENE49,TCN1,SELM,GENE66,SEC11C,GENE83",Submucosal Secretory,,,Mixture of endothelial cells and epithelial cells,CL:1001602,unknown
